Código IBGE,Município,UF,Área (km²),População 2022,PIB per capita 2021,Índice de Progresso Social,Necessidades Humanas Básicas,Fundamentos do Bem-estar,Oportunidades,Nutrição e Cuidados Médicos Básicos,Água e Saneamento,Moradia,Segurança Pessoal,Acesso ao Conhecimento Básico,Acesso à Informação e Comunicação,Saúde e Bem-estar,Qualidade do Meio Ambiente,Direitos Individuais,Liberdades Individuais e de Escolha,Inclusão Social,Acesso à Educação Superior,Cobertura Vacinal (Poliomielite),Hospitalizações por Condições Sensíveis à Atenção Primária,Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,Mortalidade Infantil até 5 Anos,Subnutrição,Abastecimento de Água via Rede de Distribuição,Esgotamento Sanitário Adequado,Índice de Abastecimento de Água,Índice de Perdas de Água na Distribuição,Domicílios com Coleta de Resíduos Adequada,Domicílios com Iluminação Elétrica Adequada,Domicílios com Paredes Adequadas,Domicílios com Piso Adequado,Assassinatos de Jovens,Assassinatos de Mulheres,Homicídios,Mortes por Acidente de Transporte,Abandono no Ensino Fundamental,Abandono no Ensino Médio,Evasão no Ensino Médio,Distorção Idade-Série no Ensino Médio,Ideb Ensino Fundamental,Reprovação Escolar no Ensino Médio,Cobertura de Internet Móvel (4G/5G),Densidade de Internet Banda Larga Fixa,Densidade de Telefonia Móvel,Qualidade de Internet Móvel,Consumo de Alimentos Ultraprocessados,Expectativa de Vida,Mortalidade entre 15 e 50 anos,Mortalidade por Doenças Crônicas Não Transmissíveis,Obesidade,Suicídios,Áreas Verdes Urbanas,Emissões de CO₂e por Habitante,Focos de Calor,Índice de Vulnerabilidade Climática dos Municípios (IVCM),Supressão da Vegetação Primária e Secundária,Acesso a Programas de Direitos Humanos,Existência de Ações para Direitos de Minorias,Índice de Atendimento à Demanda de Justiça,Resposta a Processos Previdenciários,Resposta a Processos Familiares,Taxa de Congestionamento Líquido de Processos,"Acesso à Cultura, Lazer e Esporte",Gravidez na Adolescência (<19 anos),Índice de Vulnerabilidade das Famílias do Cadastro Único (IVCAD),Praças e Parques em Áreas Urbanas,Famílias em Situação de Rua,Paridade de Gênero na Câmara Municipal,Paridade de Negros na Câmara Municipal,Violência contra Indígenas,Violência contra Mulheres,Violência contra Negros,Empregados com Ensino Superior,Mulheres Empregadas com Ensino Superior,Nota Mediana do Enem
2600054,Abreu e Lima,PE,126.384,98462.0,17639.7501919522,59.82839941710055,71.0702224369408,66.9163702518513,41.49860556251014,64.1873276970235,70.4081417891978,87.9450727640807,61.7403474974612,74.0797128183067,66.4439073979523,57.7651625653536,69.3766982257926,29.97232211667269,39.9862050870184,74.8268560014069,21.2090390449422,32.2485207100592,899.719954716082,175.377278780081,14.0105078809107,3.93845026561641,85.2294479797196,30.9121709669012,87.99,52.37,85.5734906099643,79.0677220756376,81.9287081587253,98.3910186765999,55.2909152773052,1.94144598897259,24.3748857427231,1.01562023928013,0.8,0.3,3.9,20.5,4.5,4.6,99.9339805614313,5.54158974791159,83.7281917516554,95.0141393939395,,72.46,2.29455917240306,428.66501387946,25.5880047040376,3.04686071784038,7.77741652047663,1.05656626029474,0.0,51.15,7.79866985,3.0,4.0,101.32704217,,,62.1168687982359,4.0,12.8721541155867,,0.839602396762203,,0.173780595423835,0.666640030950999,0.0,3.88289197794517,87.8453921098866,25.0529397110115,30.6871630147987,
2600104,Afogados da Ingazeira,PE,377.696,40241.0,13562.5669541015,60.91653529514324,75.8595764672726,67.9826295709498,38.90739984720794,64.9963923697593,81.1000969918489,96.1175521188908,61.2242643885915,76.5459952631892,64.8655662787975,60.9060800541029,69.6128766877097,34.44168991643372,49.5160604927927,41.4955257088678,30.1763232707376,83.2764505119454,1084.00362222341,162.256205770672,14.8423005565863,6.05101839035001,80.3141526560897,83.7646463794993,100.0,50.36,76.9437208935196,98.6028889415108,98.9265135369801,99.3843239403268,23.094688221709,5.15274641786444,9.94011083223578,37.2754156208842,0.8,0.8,4.8,17.9,5.35,5.6,93.5967088003974,10.2034489068511,77.7401563289197,94.3155303030303,,73.39,1.99401794616152,464.436276631502,21.8613707165109,2.48502770805894,6.14325257911556,2.11026689128961,1.98802216644716,46.7,13.11510331,11.0,0.0,91.226575809,,,72.0657276995305,9.0,14.8423005565863,,1.18897458462762,,0.148906173680082,0.895122775595101,45.0450450450451,529.151433519338,88.3782589482986,38.6757668471013,49.6812486260717,
2600203,Afrânio,PE,1490.594,18674.0,11317.6956999036,53.04615669909112,63.1537031312843,59.433171414767,36.55159555122307,70.6283264556267,47.3844591745597,78.4737893358998,56.1282375590509,75.0788767157777,37.9755000005241,59.9640621915624,64.714246751204,27.10374819369175,35.4882165055185,57.3490423786421,26.2653751270399,93.7007874015748,840.79875882088,88.3361039158208,12.6582278481013,7.33231318541188,40.6282722513089,16.296916422492,57.17,28.73,7.03897614892379,98.2082606166376,68.6212914485166,95.7300756253636,20.2347227842979,10.671219720414,16.0651172753561,32.1302345507122,0.4,0.38,4.5,18.9,4.55,3.8,52.8144149825107,2.24545463407786,37.4364090785195,69.5704190476191,,70.68,2.80392549569397,394.49833708447,12.976550136671,10.7100781835707,0.358503272355246,5.98690570502857,29.9882189139981,47.36,16.17532599,3.0,0.0,175.54671968,,,74.2265032107414,3.0,16.0337552742616,,1.33616396487094,,0.54347551925185,0.165192378730436,238.095238095238,138.725856365383,97.8473581213307,34.7463516330785,52.3524379811805,
2600302,Agrestina,PE,200.369,23779.0,14947.3848101266,60.34267759398249,75.697503881424,64.7040664483865,40.62646245213759,70.8461379118621,83.5303497969084,94.6895029981572,53.7240248187683,73.7912279187713,62.3838525793638,51.4622868579255,71.1788984374852,25.39005912798176,36.4280956209998,79.9964850432832,20.6912100162855,78.1538461538462,1513.470681458,172.344397125328,8.19672131147541,1.6983016983017,81.3825183903072,84.083885209713,100.0,39.56,85.8610990913025,97.0467330160104,90.1233232366941,98.8857637386413,64.0820249919897,0.0,37.8485218049539,25.2323478699693,0.1,1.58,5.6,23.7,4.75,5.8,99.7154561249185,9.92291634098379,69.3384633092496,85.7172181818182,,70.57,2.52724688042963,613.618309134759,20.9986320109439,2.52323478699693,1.19715626806263,2.85178068843271,0.0,41.17,10.18445451,8.0,0.0,75.890410959,,,79.3745346239762,3.0,15.0273224043716,,1.35151713108205,,0.175166297117517,0.670090268638229,0.0,24.3092131917997,43.6919716002184,22.8777844671884,29.7351324337831,
2600401,Água Preta,PE,531.935,26461.0,9892.40851819659,59.43666498295693,67.7931840776359,62.5456926716128,47.97111819962265,62.3431384727093,64.7636816151168,89.6592048893381,54.4067113333793,70.9886972165485,55.727032579001,54.1574315984861,69.3096092924157,53.75198351141157,37.7958937006692,79.405069650271,20.9315259361389,44.9411764705882,802.439415824105,185.57795716052,25.7879656160458,4.58763560318913,70.1188455008489,65.8910828826563,72.49,58.99,70.5602716468591,89.6774193548387,92.7221279003962,94.4199207696661,51.0725229826353,7.31796560556165,34.0123200181399,3.77914666868221,2.3,0.4,3.4,29.5,4.5,0.9,87.644185523908,3.13382969869647,50.5032231261195,96.0761,,70.64,2.45398773006135,616.466979482244,16.6296193387052,1.51165866747288,0.940500274064921,2.62401297022624,0.755829333736442,46.29,6.633268047,8.0,7.0,145.85519412,,,43.2884536923705,3.0,22.3495702005731,,8.23128086995956,,0.148954375299052,0.546538894849785,0.0,33.6626417855836,16.750418760469,26.4325557809331,38.2204002893658,
2600500,Águas Belas,PE,885.988,41548.0,9724.63440598826,54.07380699676236,65.6698195756206,56.7044458708507,39.84715554381673,73.4043560323924,45.972874839167,85.9488215537737,57.3532258771492,67.8377066979354,48.9261434810258,47.6642880910011,62.3896452134403,43.55464949891735,35.6153434957608,61.758248406448,18.4603807741407,79.0364583333333,723.994262686975,129.685952776402,17.1184022824536,3.81794901641252,31.7263771944307,38.8667855672932,48.11,24.11,51.8848714985416,89.9730339552033,85.3833030653239,95.3497330911893,9.21234454168586,4.68669447438721,26.4754019447386,4.81370944449793,2.2,3.0,6.9,31.5,4.6,4.2,60.9421932611823,3.59780438614042,49.9592033198147,94.3574181818182,,66.44,2.86223723723724,481.277598848514,22.4266006367174,7.2205641667469,3.21528218273509,3.40005190363304,0.240685472224896,59.44,12.55176034,8.0,9.0,94.833625219,,,75.0690607734807,4.0,18.2596291012839,,1.32004056224126,,0.149786755401415,0.858403379416283,2.10748155953635,126.540750808455,38.550501156515,24.5401391319193,31.578097237926,
2600609,Alagoinha,PE,214.267,13542.0,10781.5018830306,54.08442612149929,65.8224736559302,63.7736139664285,32.6571907421399,74.6089231428344,48.2889451892464,89.5009644884867,50.8910618031532,67.3046639977367,58.0996118644629,61.2610272179927,68.4291527855216,29.27083967731161,38.0766373277891,47.0014180877445,16.2798678757142,100.0,1331.26098121368,95.8977400479494,10.8695652173913,4.02394413036249,23.096058170685,49.7270054598908,52.33,11.32,63.8729429774206,95.3884424033678,82.108687332568,98.8136241867585,66.3129973474801,8.34583047071234,22.1533008418254,14.7688672278836,0.5,0.08,5.4,33.1,4.25,18.4,94.3944796544576,10.6134151802131,56.320741155515,84.1731793103447,,73.04,2.22849502302778,402.813108383101,22.7128082736675,1.47688672278836,0.646198507395136,2.8017253622248,0.738443361394181,45.39,11.9655574,5.0,5.0,81.67420814500001,,,77.605459057072,3.0,17.3913043478261,,4.6009775527987,,0.222781561543776,0.902259077291792,75.187969924812,133.254367782055,377.358490566038,19.6987253765933,30.8320108818862,
2600708,Aliança,PE,272.773,35741.0,11648.5602585266,57.64072090484149,65.0761265141327,63.9631394767998,43.88289672359272,71.4015827019203,66.3695804593076,87.9652664620318,34.5680764332713,71.1049122166684,59.1847189059752,57.2749443361055,68.2879824484502,37.42899245091915,35.2528765952026,75.0801316214436,27.7695862268053,84.2307692307692,736.825661320558,176.004811477187,15.0537634408602,3.60011077263916,70.0847689362866,40.9618810117564,84.12,47.6,75.0341810226962,91.3727098714794,74.6103363412633,98.1405523653268,88.4173297966401,16.2946064852534,50.3623289779245,27.9790716544025,0.7,0.42,2.5,29.8,4.1,6.5,97.9646293658929,1.88735443682899,59.2696989317204,93.6849424242424,,72.93,3.61517293476501,466.523956259572,13.550135501355,11.191628661761,2.03766167469556,1.77524103372749,0.839372149632075,49.76,5.458053357,5.0,6.0,125.80261593,,,69.4660894660895,4.0,17.4193548387097,,0.355452949833524,,0.176480463754376,0.739571911306857,0.0,38.0207484655912,113.250283125708,42.1546714349575,50.3548496113552,
2600807,Altinho,PE,450.178,20674.0,10845.2113620973,57.3029273769607,67.9039757540873,65.867718581041,38.13708779575455,76.7929570980353,76.4343623153995,93.2465532741176,25.1420303287967,75.0083163557163,58.7611076069506,60.2001682447686,69.5012821167283,42.53384194553598,32.2140444159124,56.903007919965,20.8974569016047,74.8987854251012,882.762219516438,125.444611143802,24.1545893719807,1.04689203925845,68.0956782990525,78.0442062960482,92.05,34.34,65.3108389184192,97.9084816269933,95.7476311532239,98.2551421308066,133.996937212864,12.0677946910228,58.0439198993905,9.67398664989842,0.1,0.6,2.5,27.7,4.6,2.1,97.0425705338599,10.048053863931,45.4496249056957,95.1173242424242,,72.54,2.67303102625298,451.573987663958,14.8275862068966,9.67398664989842,3.37103634087663,2.99749376532939,0.0,44.91,13.19869146,9.0,9.0,82.88409703500001,,,81.4255511929931,4.0,21.256038647343,,0.760535857115217,,0.178910475531132,0.881706706315048,238.095238095238,171.3469776297,118.906064209275,19.3624383420452,26.4247964576489,
2600906,Amaraji,PE,233.239,18205.0,16289.8198901401,54.46538735905414,62.008030310971,63.5923785748045,37.79575319138747,63.0988542829659,70.5984525303026,81.9595252923817,32.3752891382337,74.1771916709748,64.2594811323045,50.3700450584891,65.5627964374498,36.23761781837737,29.8931451472555,72.2913535565285,12.7608962433883,64.7509578544061,964.644260148407,249.870255172131,10.8303249097473,3.67727771679473,63.9217404000584,68.7440381558028,88.415,43.9342681564246,69.7766097240473,77.8653818075632,76.9017374799241,91.9842312746386,197.780993728895,10.7781849536538,16.478989288657,21.9719857182093,0.5,1.24,4.2,22.1,4.4,1.3,95.9613846326317,15.7251160347184,65.6191705510671,93.456090909091,,69.89,3.1413612565445,501.385805051168,22.8721848493712,5.49299642955232,0.978490064535623,1.76715745587327,3.84509750068662,54.33,4.916730033,8.0,0.0,155.02121641,,,67.5739644970414,4.0,23.4657039711191,,0.507557605328207,,0.436037460180595,0.868519340974212,0.0,53.890924768269,199.07100199071,10.6053910737958,10.9159133549377,
